submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
10/8/21,CT,"394,008","357,101","36,907",509,6,"8,667","7,086","1,581",0,0,10/9/21 13:32,Agree,Agree
10/8/21,MT,"158,680","135,679","23,001","1,308",405,"2,079","2,079",0,9,0,10/9/21 13:32,Agree,Agree
10/8/21,CA,"4,749,201","4,536,273","212,928","6,710",0,"69,507","69,507",0,156,0,10/10/21 0:00,Agree,Agree
10/8/21,MO,"832,672",,,"1,288",335,"11,693",,,3,0,10/9/21 13:32,Not agree,Not agree
10/8/21,NJ,"1,168,312","1,014,968","153,344","1,869",346,"27,570","24,773","2,797",19,0,10/9/21 13:32,Agree,Agree
10/8/21,MN,"735,646",,,"3,645",518,"8,408","7,818",590,20,0,10/9/21 13:32,N/A,Agree
10/8/21,KY,"718,430","514,418","204,012","1,710",694,"10,885","9,536","1,349",51,7,10/10/21 0:00,Agree,Agree
10/8/21,FSM,7,7,0,0,0,0,0,0,0,0,10/9/21 13:32,Agree,Agree
10/8/21,RI,"174,672",,,263,0,"2,853",,,1,0,1/28/22 14:09,Not agree,N/A
10/8/21,AZ,"1,114,061","1,018,953","95,108","2,702",390,"20,319","18,059","2,260",37,4,10/9/21 13:32,Agree,Agree
10/8/21,SC,"875,918","704,444","171,474","1,837",438,"12,935",,,72,10,10/8/21 0:00,Agree,Not agree
10/8/21,UT,"520,190","520,190",0,"1,637",0,"2,994","2,893",101,11,0,10/9/21 13:32,Agree,Agree
10/8/21,PR,"182,036","150,051","31,985",113,53,"3,181","2,710",471,3,0,10/8/21 0:00,Agree,Agree
10/8/21,FL,"3,597,511",,,"3,213","1,146","59,609",,,114,10,10/8/21 0:00,Not agree,Not agree
10/8/21,KS,"417,642","331,010","86,632","1,106",298,"6,127",,,21,5,10/9/21 13:32,Agree,N/A
10/8/21,MP,277,277,0,4,0,3,3,0,1,0,10/10/21 0:00,Agree,Agree
10/8/21,NYC,"1,098,270","898,598","199,672","1,298",229,"34,361","29,201","5,160",14,4,10/9/21 13:32,Agree,Agree
10/8/21,TX,"4,113,124",,,"8,431","2,391","66,057",,,367,0,10/9/21 13:32,Not agree,Not agree
10/8/21,WV,"250,800","194,229","56,571","1,469",298,"3,935",,,69,8,10/9/21 13:32,Agree,Not agree
10/8/21,AS,3,,,0,0,0,,,0,0,10/9/21 13:32,,
10/8/21,PW,10,,,3,0,0,,,0,0,10/9/21 13:32,,
10/8/21,OK,"625,834","478,909","146,925","1,721",742,"9,263","7,808","1,455",29,4,10/9/21 13:32,Agree,Agree
10/8/21,RMI,4,4,0,0,0,0,0,0,0,0,10/9/21 13:32,Agree,Agree
10/8/21,NM,"258,943",,,973,0,"4,869",,,15,0,10/10/21 0:00,N/A,Not agree
10/8/21,OH,"1,458,747","1,189,731","269,016","6,651","1,390","22,819","22,819",0,329,0,10/9/21 13:32,Agree,Agree
10/7/21,PW,7,,,0,0,0,,,0,0,10/8/21 13:43,,
10/7/21,MA,"821,661","766,883","54,778","1,722",190,"18,729","18,342",387,22,0,10/8/21 13:43,Agree,Agree
10/7/21,OK,"624,113","477,930","146,183","1,720",741,"9,234","7,783","1,451",0,0,10/8/21 13:43,Agree,Agree
10/7/21,KS,"416,536","330,202","86,334","1,105",297,"6,106",,,0,0,10/8/21 13:43,Agree,N/A
10/7/21,NYC,"1,096,972","897,529","199,443","1,324",446,"34,347","29,191","5,156",10,-8,10/8/21 13:43,Agree,Agree
10/7/21,UT,"518,553","518,553",0,"1,805",0,"2,983","2,882",101,9,1,10/8/21 13:43,Agree,Agree
10/7/21,WV,"249,331","193,058","56,273","1,525",170,"3,866",,,27,3,10/8/21 13:43,Agree,Not agree
10/7/21,TX,"4,104,149",,,"8,095","2,160","65,690",,,257,0,10/8/21 13:43,Not agree,Not agree
10/7/21,AS,3,,,0,0,0,,,0,0,10/8/21 13:43,,
10/7/21,HI,"78,405",,,278,35,821,,,8,0,10/8/21 13:43,Not agree,Not agree
10/7/21,RMI,4,4,0,0,0,0,0,0,0,0,10/8/21 13:43,Agree,Agree
10/7/21,TN,"1,245,867","982,271","263,596","2,450",537,"15,507","12,383","3,124",61,15,10/6/21 0:00,Agree,Agree
10/7/21,OH,"1,452,096","1,184,470","267,626","6,310","2,049","22,490","22,490",0,0,0,10/8/21 13:43,Agree,Agree
10/7/21,IN,"979,000",,,"2,198",0,"15,945","15,435",510,32,3,10/7/21 0:00,Not agree,Agree
10/7/21,NE,"271,550","209,058","62,492",826,250,"2,845","2,419",426,3,3,10/8/21 13:43,Agree,Agree
10/7/21,GU,"16,058",,,131,48,212,,,2,0,10/8/21 13:43,Not agree,Not agree
10/7/21,NH,"123,562",,,628,0,"1,497",,,4,0,10/8/21 13:43,Not agree,Not agree
10/7/21,CT,"393,499","356,598","36,901",548,31,"8,667","7,086","1,581",0,0,10/8/21 13:43,Agree,Agree
10/7/21,MI,"1,184,114","1,051,323","132,791","5,206",894,"22,633","21,251","1,382",24,4,10/8/21 13:43,Agree,Agree
10/7/21,NV,"435,499","425,701","9,798",745,39,"7,246",,,0,0,10/8/21 13:43,Agree,
10/7/21,AL,"802,231","602,016","200,215","1,102",294,"15,574","12,102","3,472",35,8,10/9/21 0:00,Agree,Agree
10/7/21,DE,"136,166","124,952","11,214",471,25,"1,977","1,810",167,0,0,10/8/21 13:43,Agree,Agree
10/7/21,ND,"137,126","119,599","17,527",693,181,"1,635",,,1,0,10/8/21 13:43,Agree,Not agree
10/7/21,RI,"174,409",,,330,0,"2,852",,,1,0,1/28/22 14:09,Not agree,N/A
10/7/21,SC,"874,081","703,045","171,036","1,900",519,"12,863",,,75,15,10/7/21 0:00,Agree,Not agree
10/7/21,VA,"888,159","662,979","225,180","2,836",951,"13,075","11,025","2,050",44,5,10/8/21 13:43,Agree,Agree
10/7/21,OR,"339,556","339,556",0,"1,426",0,"3,959","3,959",0,59,0,10/8/21 13:43,Agree,Agree
10/7/21,NJ,"1,166,443","1,013,445","152,998","2,065",378,"27,551","24,754","2,797",9,0,10/8/21 13:43,Agree,Agree
10/7/21,FSM,7,7,0,0,0,0,0,0,0,0,10/8/21 13:43,Agree,Agree
10/7/21,LA,"746,542",,,971,379,"14,139","12,419","1,720",37,15,10/8/21 13:43,Not agree,Agree
10/7/21,WI,"831,493","745,802","85,691","3,213",243,"8,989","8,092",897,19,0,10/8/21 13:43,Agree,Agree
10/7/21,MO,"831,384",,,"1,595",449,"11,690",,,5,0,10/8/21 13:43,Not agree,Not agree
10/7/21,VI,"6,916",,,31,0,72,,,0,0,10/8/21 13:43,,
10/7/21,MD,"540,451",,,"1,398",0,"10,578","10,350",228,15,0,10/9/21 0:00,N/A,Agree
10/7/21,IL,"1,647,364","1,647,364",0,"3,371",0,"27,924","25,189","2,735",46,10,10/8/21 13:43,Agree,Agree
10/7/21,MT,"157,372","134,776","22,596","1,293",375,"2,070","2,070",0,9,0,10/8/21 13:43,Agree,Agree
10/7/21,VT,"32,391",,,276,1,320,,,0,0,10/9/21 0:00,Not agree,Not agree
10/7/21,ID,"265,982","211,264","54,718","1,321",358,"3,064","2,591",473,24,3,10/8/21 13:43,Agree,Agree
10/7/21,ME,"94,347","67,256","27,091",466,125,"1,070",988,82,4,0,10/8/21 13:43,Agree,Agree
10/7/21,NC,"1,423,295","1,204,687","218,608","3,867",738,"17,517","15,403","2,114",40,4,10/7/21 0:00,Agree,Agree
10/7/21,CA,"4,742,491","4,529,563","212,928","8,440","3,730","69,351","69,351",0,167,0,10/9/21 0:00,Agree,Agree
10/7/21,MS,"494,271","284,112","210,159",601,276,"9,811","6,574","3,237",17,11,10/8/21 13:43,Agree,Agree
10/7/21,WA,"675,695",,,"2,913",551,"7,972",,,55,0,10/8/21 13:43,N/A,N/A
10/7/21,WY,"93,764","75,740","18,024",681,206,"1,041","1,041",0,0,0,10/8/21 13:43,Agree,Agree
10/7/21,AZ,"1,111,359","1,016,641","94,718","2,529",555,"20,282","18,026","2,256",32,7,10/8/21 13:43,Agree,Agree
10/7/21,DC,"62,098",,,120,0,"1,181",,,1,0,10/8/21 13:43,,
10/7/21,MN,"732,001",,,"2,667",553,"8,388","7,798",590,32,4,10/8/21 13:43,N/A,Agree
10/7/21,KY,"716,720","513,402","203,318","2,288",848,"10,834","9,492","1,342",43,8,10/9/21 0:00,Agree,Agree
10/7/21,AR,"500,779",,,893,0,"7,802",,,21,0,10/8/21 13:43,Not agree,Not agree
10/7/21,MP,273,273,0,1,0,2,2,0,0,0,10/9/21 0:00,Agree,Agree
10/7/21,FL,"3,594,298",,,"3,925",866,"59,495",,,125,7,10/7/21 0:00,Not agree,Not agree
10/7/21,PR,"181,923","149,991","31,932",133,66,"3,178","2,707",471,4,0,10/7/21 0:00,Agree,Agree
10/7/21,CO,"685,554","631,683","53,871","2,781",344,"7,693","6,840",853,28,2,10/8/21 13:43,Agree,Agree
10/7/21,AK,"115,543",,,835,0,569,,,5,0,10/8/21 13:43,N/A,N/A
10/7/21,GA,"1,599,393","1,238,404","360,989","5,753","2,021","27,011","23,236","3,775",191,32,10/8/21 13:43,Agree,Agree
10/7/21,PA,"1,464,264","1,214,966","249,298","5,819","1,282","29,814",,,92,73,10/8/21 13:43,Agree,Not agree
10/7/21,SD,"147,469",,,474,168,"2,170","1,792",378,3,0,10/8/21 13:43,N/A,Agree
10/7/21,NY,"1,363,979",,,"3,678",0,"21,118",,,20,0,10/8/21 13:43,Not agree,Not agree
10/7/21,NM,"257,970",,,"1,023",0,"4,854",,,14,0,10/9/21 0:00,N/A,Not agree
10/7/21,IA,"463,262",,,"1,533",469,"6,654",,,0,0,10/8/21 13:43,Not agree,Not agree
10/6/21,PW,7,,,0,0,0,,,0,0,10/7/21 14:06,,
10/6/21,TX,"4,095,261",,,"12,566","2,484","65,433",,,371,0,10/7/21 14:06,Not agree,Not agree
10/6/21,MA,"819,939","765,351","54,588","1,649",157,"18,707","18,320",387,27,0,10/7/21 14:06,Agree,Agree
10/6/21,UT,"516,748","516,748",0,"1,975",0,"2,974","2,874",100,12,0,10/7/21 14:06,Agree,Agree
10/6/21,AR,"499,886",,,882,250,"7,781",,,6,0,10/7/21 14:06,Not agree,Not agree
10/6/21,CO,"682,773","629,246","53,527","1,838",376,"7,665","6,814",851,22,6,10/7/21 14:06,Agree,Agree
10/6/21,AS,3,,,0,0,0,,,0,0,10/7/21 14:06,,
10/6/21,OK,"622,393","476,951","145,442","1,559",812,"9,234","7,783","1,451",8,-1,10/7/21 14:06,Agree,Agree
10/6/21,PR,"181,790","149,924","31,866",202,83,"3,174","2,703",471,6,1,10/6/21 0:00,Agree,Agree
10/6/21,GA,"1,593,640","1,234,672","358,968",907,616,"26,820","23,077","3,743",195,38,10/7/21 14:06,Agree,Agree
10/6/21,WV,"247,806","191,703","56,103","1,398",280,"3,839",,,65,3,10/7/21 14:06,Agree,Not agree
10/6/21,OH,"1,445,786","1,180,209","265,577","6,296","1,782","22,490","22,490",0,0,0,10/7/21 14:06,Agree,Agree
10/6/21,PA,"1,458,445","1,210,429","248,016","5,058",854,"29,722",,,111,-12,10/7/21 14:06,Agree,Not agree
10/6/21,TN,"1,243,417","980,358","263,059","3,093","1,147","15,446","12,337","3,109",42,9,10/5/21 0:00,Agree,Agree
10/6/21,MS,"493,670","283,787","209,883","1,112",638,"9,778","6,552","3,226",6,4,10/7/21 14:06,Agree,Agree
10/6/21,MO,"829,789",,,"1,558",435,"11,685",,,9,0,10/7/21 14:06,Not agree,Not agree
10/6/21,NC,"1,419,428","1,201,558","217,870","3,578",882,"17,477","15,367","2,110",51,6,10/6/21 0:00,Agree,Agree
10/6/21,ND,"136,433","119,087","17,346",705,230,"1,634",,,5,0,10/7/21 14:06,Agree,Not agree
10/6/21,VT,"32,115",,,117,10,320,,,1,0,10/8/21 0:00,Not agree,Not agree
10/6/21,ME,"93,881","66,915","26,966","1,217",417,"1,066",984,82,21,3,10/7/21 14:06,Agree,Agree
10/6/21,VI,"6,885",,,12,0,72,,,0,0,10/7/21 14:06,,
10/6/21,WA,"672,782",,,"2,575",602,"7,917",,,57,0,10/7/21 14:06,N/A,N/A
10/6/21,MD,"539,053",,,"1,077",0,"10,563","10,335",228,19,0,10/8/21 0:00,N/A,Agree
10/6/21,AL,"801,129","601,208","199,921","1,305",441,"15,539","12,075","3,464",32,8,10/8/21 0:00,Agree,Agree
10/6/21,LA,"745,571",,,920,319,"14,102","12,397","1,705",34,7,10/7/21 14:06,Not agree,Agree
10/6/21,VA,"885,323","661,094","224,229","2,886",794,"13,031","10,986","2,045",32,4,10/7/21 14:06,Agree,Agree
10/6/21,RI,"174,079",,,343,0,"2,851",,,4,0,1/28/22 14:09,Not agree,N/A
10/6/21,OR,"338,130","338,130",0,"1,532",0,"3,900","3,900",0,33,0,10/7/21 14:06,Agree,Agree
10/6/21,KY,"714,432","511,962","202,470","2,474",975,"10,791","9,457","1,334",31,6,10/8/21 0:00,Agree,Agree
10/6/21,WY,"93,083","75,265","17,818",566,191,"1,041","1,041",0,0,0,10/7/21 14:06,Agree,Agree
10/6/21,NJ,"1,164,378","1,011,758","152,620","1,852",356,"27,542","24,745","2,797",17,0,10/7/21 14:06,Agree,Agree
10/6/21,SC,"872,181","701,664","170,517","1,491",492,"12,788",,,52,8,10/6/21 0:00,Agree,Not agree
10/6/21,NV,"434,754","424,995","9,759",738,69,"7,246",,,25,0,10/7/21 14:06,Agree,
10/6/21,CA,"4,734,051","4,524,853","209,198","5,386",0,"69,184","69,184",0,157,0,10/8/21 0:00,Agree,Agree
10/6/21,ID,"264,661","210,301","54,360","1,367",273,"3,040","2,570",470,47,9,10/7/21 14:06,Agree,Agree
10/6/21,IN,"976,802",,,"2,633",0,"15,913","15,406",507,77,6,10/6/21 0:00,Not agree,Agree
10/6/21,IL,"1,643,993","1,643,993",0,"2,932",0,"27,878","25,153","2,725",67,13,10/7/21 14:06,Agree,Agree
10/6/21,DE,"135,695","124,506","11,189",428,43,"1,977","1,810",167,2,0,10/7/21 14:06,Agree,Agree
10/6/21,NE,"270,724","208,482","62,242",862,399,"2,842","2,419",423,1,3,10/7/21 14:06,Agree,Agree
10/6/21,NH,"122,934",,,484,0,"1,493",,,3,0,10/7/21 14:06,Not agree,Not agree
10/6/21,GU,"15,927",,,138,59,210,,,0,0,10/7/21 14:06,Not agree,Not agree
10/6/21,MT,"156,079","133,858","22,221","1,340",481,"2,061","2,061",0,13,0,10/7/21 14:06,Agree,Agree
10/6/21,CT,"392,951","356,081","36,870",377,21,"8,667","7,086","1,581",1,0,10/7/21 14:06,Agree,Agree
10/6/21,WI,"828,280","742,832","85,448","2,742",469,"8,970","8,073",897,10,1,10/7/21 14:06,Agree,Agree
10/6/21,MI,"1,178,908","1,047,011","131,897","5,318",932,"22,609","21,231","1,378",24,9,10/7/21 14:06,Agree,Agree
10/6/21,AZ,"1,108,830","1,014,667","94,163","2,041",328,"20,250","18,001","2,249",39,12,10/7/21 14:06,Agree,Agree
10/6/21,FSM,7,7,0,0,0,0,0,0,0,0,10/7/21 14:06,Agree,Agree
10/6/21,MN,"729,334",,,"3,883",872,"8,356","7,770",586,40,3,10/7/21 14:06,N/A,Agree
10/6/21,DC,"61,978",,,115,0,"1,180",,,1,0,10/7/21 14:06,,
10/6/21,MP,272,272,0,0,0,2,2,0,0,0,10/8/21 0:00,Agree,Agree
10/6/21,NYC,"1,095,648","896,651","198,997","1,929",424,"34,337","29,173","5,164",5,4,10/7/21 14:06,Agree,Agree
10/6/21,FL,"3,590,373",,,"3,939","1,243","59,370",,,121,14,10/6/21 0:00,Not agree,Not agree
10/6/21,KS,"415,431","329,394","86,037","1,156",448,"6,106",,,35,6,10/7/21 14:06,Agree,N/A
10/6/21,AK,"114,708",,,851,0,564,,,3,0,10/7/21 14:06,N/A,N/A
10/6/21,HI,"78,127",,,164,27,813,,,7,0,10/7/21 14:06,Not agree,Not agree
10/6/21,NY,"1,360,301",,,"4,271",0,"21,098",,,23,0,10/7/21 14:06,Not agree,Not agree
10/6/21,NM,"256,947",,,832,0,"4,840",,,10,0,10/8/21 0:00,N/A,Not agree
10/6/21,SD,"146,995",,,401,34,"2,167","1,789",378,6,0,10/7/21 14:06,N/A,Agree
10/6/21,RMI,4,4,0,0,0,0,0,0,0,0,10/7/21 14:06,Agree,Agree
10/6/21,IA,"461,729",,,377,111,"6,654",,,3,3,10/7/21 14:06,Not agree,Not agree
10/5/21,CO,"680,935","627,784","53,151","2,280",335,"7,643","6,798",845,17,1,10/6/21 14:06,Agree,Agree
10/5/21,PW,7,,,0,0,0,,,0,0,10/6/21 14:06,,
10/5/21,KS,"414,275","328,686","85,589","1,156",448,"6,071",,,0,0,10/6/21 14:06,Agree,N/A
10/5/21,WV,"246,408","190,585","55,823",864,228,"3,774",,,5,-1,10/6/21 14:06,Agree,Not agree
10/5/21,MA,"818,290","763,859","54,431","1,340",156,"18,680","18,293",387,21,0,10/6/21 14:06,Agree,Agree
10/5/21,PR,"181,588","149,805","31,783",127,65,"3,168","2,698",470,6,0,10/5/21 0:00,Agree,Agree
10/5/21,AS,3,,,0,0,0,,,0,0,10/6/21 14:06,,
10/5/21,OK,"620,834","476,204","144,630","1,096",365,"9,226","7,774","1,452",14,1,10/6/21 14:06,Agree,Agree
10/5/21,HI,"77,963",,,87,10,806,,,0,0,10/6/21 14:06,Not agree,Not agree
10/5/21,TX,"4,081,849",,,"10,012","2,546","65,062",,,277,0,10/6/21 14:06,Not agree,Not agree
10/5/21,UT,"514,773","514,773",0,"1,264",0,"2,962","2,862",100,11,1,10/6/21 14:06,Agree,Agree
10/5/21,NYC,"1,093,719","895,146","198,573","2,107",726,"34,332","29,172","5,160",13,-2,10/6/21 14:06,Agree,Agree
10/5/21,PA,"1,453,387","1,206,225","247,162","4,019",905,"29,611",,,80,31,10/6/21 14:06,Agree,Not agree
10/5/21,NM,"256,115",,,538,0,"4,830",,,7,1,10/7/21 0:00,N/A,Not agree
10/5/21,TN,"1,240,324","978,412","261,912","3,121","1,188","15,404","12,304","3,100",81,12,10/4/21 0:00,Agree,Agree
10/5/21,ID,"263,294","209,207","54,087","1,835",433,"2,993","2,532",461,11,3,10/6/21 14:06,Agree,Agree
10/5/21,DE,"135,267","124,121","11,146",283,13,"1,975","1,808",167,3,0,10/6/21 14:06,Agree,Agree
10/5/21,NE,"269,862","208,019","61,843",843,433,"2,841","2,421",420,1,0,10/6/21 14:06,Agree,Agree
10/5/21,MD,"537,976",,,649,0,"10,544","10,316",228,19,0,10/7/21 0:00,N/A,Agree
10/5/21,MI,"1,173,590","1,042,625","130,965","4,352","1,064","22,538","21,169","1,369",35,5,10/6/21 14:06,Agree,Agree
10/5/21,CA,"4,728,665","4,519,467","209,198","3,752",0,"69,027","69,027",0,-12,0,10/7/21 0:00,Agree,Agree
10/5/21,WI,"825,538","740,559","84,979","4,799",625,"8,960","8,064",896,26,3,10/6/21 14:06,Agree,Agree
10/5/21,VI,"6,873",,,32,0,72,,,0,0,10/6/21 14:06,,
10/5/21,WA,"670,207",,,"2,373",565,"7,860",,,53,0,10/6/21 14:06,N/A,N/A
10/5/21,ME,"92,664","66,115","26,549",299,86,"1,045",966,79,9,3,10/6/21 14:06,Agree,Agree
10/5/21,VT,"31,998",,,74,2,319,,,2,0,10/7/21 0:00,Not agree,Not agree
10/5/21,MO,"828,231",,,"1,932",596,"11,676",,,12,0,10/6/21 14:06,Not agree,Not agree
10/5/21,NC,"1,415,850","1,198,862","216,988","2,896",765,"17,426","15,322","2,104",63,11,10/5/21 0:00,Agree,Agree
10/5/21,GU,"15,789",,,159,175,210,,,2,0,10/6/21 14:06,Not agree,Not agree
10/5/21,MS,"492,558","283,313","209,245",834,572,"9,768","6,546","3,222",19,6,10/6/21 14:06,Agree,Agree
10/5/21,CT,"392,574","355,725","36,849",411,54,"8,666","7,085","1,581",16,3,10/6/21 14:06,Agree,Agree
10/5/21,AZ,"1,106,789","1,012,954","93,835","2,254",211,"20,211","17,974","2,237",74,6,10/6/21 14:06,Agree,Agree
10/5/21,SC,"870,690","700,665","170,025","1,349",246,"12,736",,,26,0,10/5/21 0:00,Agree,Not agree
10/5/21,VA,"882,437","659,002","223,435","3,919","1,611","12,999","10,958","2,041",44,5,10/6/21 14:06,Agree,Agree
10/5/21,DC,"61,863",,,72,0,"1,179",,,1,0,10/6/21 14:06,,
10/5/21,WY,"92,517","74,890","17,627",538,197,"1,041","1,041",0,45,0,10/6/21 14:06,Agree,Agree
10/5/21,IN,"974,169",,,"2,102",0,"15,836","15,335",501,71,2,10/5/21 0:00,Not agree,Agree
10/5/21,NH,"122,450",,,396,0,"1,490",,,5,0,10/6/21 14:06,Not agree,Not agree
10/5/21,MT,"154,739","132,999","21,740","1,260",304,"2,048","2,048",0,26,0,10/6/21 14:06,Agree,Agree
10/5/21,AL,"799,824","600,344","199,480","1,318",529,"15,507","12,051","3,456",47,10,10/7/21 0:00,Agree,Agree
10/5/21,IL,"1,641,061","1,641,061",0,"3,058",0,"27,811","25,099","2,712",26,3,10/6/21 14:06,Agree,Agree
10/5/21,NV,"424,326","424,326",0,126,0,"7,221",,,33,0,10/6/21 14:06,Agree,
10/5/21,ND,"135,728","118,612","17,116",806,261,"1,629",,,6,0,10/6/21 14:06,Agree,Not agree
10/5/21,LA,"744,651",,,"1,020",285,"14,068","12,370","1,698",41,7,10/6/21 14:06,Not agree,Agree
10/5/21,KY,"711,958","510,463","201,495","2,412","1,046","10,760","9,432","1,328",40,6,10/7/21 0:00,Agree,Agree
10/5/21,MN,"725,451",,,"7,124",869,"8,316","7,733",583,22,11,10/6/21 14:06,N/A,Agree
10/5/21,OR,"336,598","336,598",0,"1,627",0,"3,867","3,867",0,44,0,10/6/21 14:06,Agree,Agree
10/5/21,FSM,7,7,0,0,0,0,0,0,0,0,10/6/21 14:06,Agree,Agree
10/5/21,NJ,"1,162,526","1,010,262","152,264","1,648",440,"27,525","24,728","2,797",37,0,10/6/21 14:06,Agree,Agree
10/5/21,RI,"173,736",,,266,0,"2,847",,,2,0,1/28/22 14:09,Not agree,N/A
10/5/21,AK,"113,857",,,820,0,561,,,3,0,10/6/21 14:06,N/A,N/A
10/5/21,GA,"1,592,733","1,234,381","358,352","2,876",844,"26,625","22,920","3,705",180,45,10/6/21 14:06,Agree,Agree
10/5/21,MP,272,272,0,0,0,2,2,0,0,0,10/7/21 0:00,Agree,Agree
10/5/21,FL,"3,586,434",,,"3,755","1,230","59,249",,,129,7,10/5/21 0:00,Not agree,Not agree
10/5/21,AR,"499,004",,,747,383,"7,775",,,23,3,10/6/21 14:06,Not agree,Not agree
10/5/21,OH,"1,439,490","1,175,695","263,795","5,533","2,498","22,490","22,490",0,217,0,10/6/21 14:06,Agree,Agree
10/5/21,IA,"461,352",,,"2,444",930,"6,651",,,88,88,10/6/21 14:06,Not agree,Not agree
10/5/21,RMI,4,4,0,0,0,0,0,0,0,0,10/6/21 14:06,Agree,Agree
10/5/21,SD,"146,594",,,755,115,"2,161","1,783",378,1,0,10/6/21 14:06,N/A,Agree
10/5/21,NY,"1,356,030",,,"2,724",0,"21,075",,,28,0,10/6/21 14:06,Not agree,Not agree
10/4/21,KS,"413,119","327,978","85,141",607,327,"6,071",,,1,1,10/5/21 13:39,Agree,N/A
10/4/21,GA,"1,589,857","1,232,349","357,508","2,600",373,"26,445","22,785","3,660",69,16,10/5/21 13:39,Agree,Agree
10/4/21,WV,"245,544","189,949","55,595",846,139,"3,769",,,47,8,10/5/21 13:39,Agree,Not agree
10/4/21,PW,7,,,0,0,0,,,0,0,10/5/21 13:39,,
10/4/21,MP,272,272,0,0,0,2,2,0,0,0,10/6/21 0:00,Agree,Agree
10/4/21,MA,"816,950","762,675","54,275","1,119",24,"18,659","18,272",387,4,0,10/5/21 13:39,Agree,Agree
10/4/21,AR,"498,257",,,195,424,"7,752",,,12,7,10/5/21 13:39,Not agree,Not agree
10/4/21,SD,"145,839",,,123,26,"2,160","1,782",378,5,0,10/5/21 13:39,N/A,Agree
10/4/21,OH,"1,433,957","1,172,660","261,297","4,212","1,071","22,273","22,273",0,0,0,10/5/21 13:39,Agree,Agree
10/4/21,DE,"134,984","123,851","11,133",365,51,"1,972","1,805",167,0,0,10/5/21 13:39,Agree,Agree
10/4/21,WA,"667,834",,,"2,310",334,"7,807",,,14,0,10/5/21 13:39,N/A,N/A
10/4/21,NV,"424,200","424,200",0,625,0,"7,188",,,8,0,10/5/21 13:39,Agree,
10/4/21,VI,"6,841",,,15,0,72,,,1,0,10/5/21 13:39,,
10/4/21,MI,"1,169,238","1,039,337","129,901","3,274",372,"22,503","21,139","1,364",17,2,10/5/21 13:39,Agree,Agree
10/4/21,IL,"1,638,003","1,638,003",0,"2,381",0,"27,785","25,076","2,709",25,4,10/5/21 13:39,Agree,Agree
10/4/21,ME,"92,365","65,902","26,463",449,145,"1,036",960,76,6,1,10/5/21 13:39,Agree,Agree
10/4/21,WI,"820,739","736,385","84,354","2,184",182,"8,934","8,041",893,13,1,10/5/21 13:39,Agree,Agree
10/4/21,GU,"15,630",,,165,0,208,,,2,0,10/5/21 13:39,Not agree,Not agree
10/4/21,IN,"972,067",,,"2,029",0,"15,765","15,266",499,0,0,10/4/21 0:00,Not agree,Agree
10/4/21,MO,"826,299",,,"1,181",346,"11,664",,,140,0,10/5/21 13:39,Not agree,Not agree
10/4/21,AL,"798,506","599,555","198,951","1,540",717,"15,460","12,014","3,446",32,8,10/6/21 0:00,Agree,Agree
10/4/21,NE,"269,019","207,609","61,410",394,119,"2,840","2,420",420,0,4,10/5/21 13:39,Agree,Agree
10/4/21,RI,"173,470",,,163,0,"2,845",,,0,0,1/28/22 14:09,Not agree,N/A
10/4/21,FSM,7,7,0,0,0,0,0,0,0,0,10/5/21 13:39,Agree,Agree
10/4/21,MN,"718,327",,,"1,181",146,"8,294","7,722",572,9,1,10/5/21 13:39,N/A,Agree
10/4/21,OR,"334,971","334,971",0,"1,088",0,"3,823","3,823",0,4,0,10/5/21 13:39,Agree,Agree
10/4/21,VA,"878,518","656,694","221,824","1,897",620,"12,955","10,919","2,036",38,16,10/5/21 13:39,Agree,Agree
10/4/21,LA,"743,631",,,575,171,"14,027","12,336","1,691",15,6,10/5/21 13:39,Not agree,Agree
10/4/21,NH,"122,054",,,431,0,"1,485",,,2,0,10/5/21 13:39,Not agree,Not agree
10/4/21,VT,"31,924",,,182,0,317,,,1,0,10/6/21 0:00,Not agree,Not agree
10/4/21,MS,"491,724","283,051","208,673",947,518,"9,749","6,533","3,216",11,27,10/5/21 13:39,Agree,Agree
10/4/21,MT,"153,479","132,043","21,436",494,132,"2,022","2,022",0,3,0,10/5/21 13:39,Agree,Agree
10/4/21,ND,"134,922","118,067","16,855","1,137",700,"1,623",,,2,0,10/5/21 13:39,Agree,Not agree
10/4/21,ID,"261,459","207,805","53,654","1,108",165,"2,982","2,524",458,19,5,10/5/21 13:39,Agree,Agree
10/4/21,CT,"392,163","355,368","36,795",367,17,"8,650","7,072","1,578",0,0,10/5/21 13:39,Agree,Agree
10/4/21,CA,"4,724,913","4,515,715","209,198","18,998",0,"69,039","69,039",0,243,0,10/6/21 0:00,Agree,Agree
10/4/21,MD,"537,327",,,"1,078",0,"10,525","10,297",228,13,0,10/6/21 0:00,N/A,Agree
10/4/21,NC,"1,412,954","1,196,731","216,223","2,214",223,"17,363","15,270","2,093",55,7,10/4/21 0:00,Agree,Agree
10/4/21,AZ,"1,104,535","1,010,911","93,624","2,113",173,"20,137","17,906","2,231",0,0,10/5/21 13:39,Agree,Agree
10/4/21,DC,"61,791",,,154,0,"1,178",,,2,0,10/5/21 13:39,,
